,11y,339y,110y,17y,18y,68y,16y,67y,298y,316y,86y,315y,106y,297y,85y,317y,87y,15y,108y,66y,output
0,0.0878103077411651,0.0865135788917541,0.0937083959579467,0.7012106776237488,0.7162532806396484,0.1085775196552276,0.6868857741355896,0.2346904575824737,0.0958751440048217,0.6969377994537354,0.6993352174758911,0.7128510475158691,0.2344973087310791,0.2256576120853424,0.715577244758606,0.6833418011665344,0.6856878995895386,0.6754100322723389,0.2388763129711151,0.2602740228176117,0
1,0.0986831784248352,0.0981652736663818,0.1042812168598175,0.6640695929527283,0.6794389486312866,0.1190367043018341,0.6502744555473328,0.2504262924194336,0.107616513967514,0.6601590514183044,0.6631621718406677,0.6762657165527344,0.2505253553390503,0.2386742383241653,0.6794055104255676,0.6473178863525391,0.6498500108718872,0.6397683024406433,0.252469003200531,0.2750654220581054,0
2,0.08539441227912899,0.0844997763633728,0.0910475850105285,0.6603869795799255,0.6746042966842651,0.1056999266147613,0.6473029851913452,0.2292391806840896,0.0937027037143707,0.656848669052124,0.6589429378509521,0.6721192598342896,0.2304144650697708,0.2191520035266876,0.6743966341018677,0.6442889571189879,0.6463111639022827,0.6370648741722107,0.2314567267894745,0.253444492816925,0
3,0.0756671726703643,0.0718213319778442,0.084391713142395,0.6653091907501221,0.6823071241378784,0.1019262075424194,0.6492769122123718,0.2179081439971923,0.0785971283912658,0.6597055196762085,0.6646733283996582,0.6773747205734253,0.2190892547369003,0.198674589395523,0.6825817823410034,0.6440417170524597,0.6484051942825317,0.6363643407821655,0.2201974540948867,0.2420334368944168,0
4,0.1139335930347442,0.1124421060085296,0.1193220913410186,0.6455876231193542,0.6604490280151367,0.1324352025985717,0.6320687532424927,0.2631471455097198,0.1197168827056884,0.6413219571113586,0.6434995532035828,0.6567611694335938,0.2580853104591369,0.2518198490142822,0.6590184569358826,0.6283808946609497,0.6302562952041626,0.6214874982833862,0.2696951031684875,0.2866103649139404,0
5,0.105900228023529,0.1065629124641418,0.1089878678321838,0.6612233519554138,0.6759591698646545,0.1207179129123687,0.6482671499252319,0.2486276477575302,0.1162670254707336,0.6566431522369385,0.658676028251648,0.6720327138900757,0.2447583526372909,0.2473089098930359,0.6741845011711121,0.6443688273429871,0.6461265087127686,0.638024091720581,0.2550625801086426,0.2721588313579559,0
6,0.0995316207408905,0.0980312824249267,0.1063733994960784,0.6536896228790283,0.6701601147651672,0.1217881143093109,0.6373106241226196,0.2391933500766754,0.1065952181816101,0.6490494012832642,0.651303231716156,0.6657224893569946,0.2387579679489135,0.2255629003047943,0.6682605147361755,0.6328572034835815,0.6348719596862793,0.6238955855369568,0.24150289595127106,0.2610387504100799,0
7,0.1325434744358062,0.1347185373306274,0.1358223557472229,0.6844344735145569,0.6999931335449219,0.1489326953887939,0.669731855392456,0.27153480052948004,0.1471372842788696,0.682313084602356,0.6811695694923401,0.6987982988357544,0.2694068253040313,0.2735198140144348,0.6975732445716858,0.6677220463752747,0.6666321158409119,0.6580626368522644,0.2765344381332397,0.2941669225692749,0
8,0.0987535119056701,0.0964320600032806,0.1073305010795593,0.6496332287788391,0.6654654145240784,0.1254645884037017,0.6362734436988831,0.2422419637441635,0.1058339774608612,0.6455833315849304,0.6493638157844543,0.6621804237365723,0.2453744560480117,0.2265650928020477,0.6662310957908629,0.6330000162124634,0.6365081667900085,0.6267211437225342,0.2421270310878753,0.2657617628574371,0
9,0.0977652966976165,0.1007900834083557,0.100608080625534,0.6473730206489563,0.6627413034439087,0.1141009926795959,0.6346409320831299,0.2375485301017761,0.1144274175167083,0.6439213156700134,0.6446077227592468,0.6600432991981506,0.2367324382066726,0.2372906655073166,0.6607832908630371,0.6315246224403381,0.6321775317192078,0.6251034140586853,0.2423330098390579,0.2615881264209747,0
10,0.1067896783351898,0.1107899248600006,0.1086337864398956,0.6911311149597168,0.7090866565704346,0.1205770969390869,0.6745304465293884,0.2374685555696487,0.1245516538619995,0.6870953440666199,0.6862138509750366,0.7051271200180054,0.2348120808601379,0.241109699010849,0.7042266130447388,0.6701647043228149,0.6692890524864197,0.6606341600418091,0.2438389956951141,0.2594797909259796,0
11,0.101796805858612,0.1007918119430542,0.1072015762329101,0.678015410900116,0.6935032606124878,0.1211014986038208,0.6636028289794922,0.2497420310974121,0.1094370782375335,0.6737155318260193,0.67561936378479,0.6899570226669312,0.2485504746437072,0.2405440956354141,0.6921142339706421,0.6597737073898315,0.6617087125778198,0.6521262526512146,0.2531147599220276,0.2741909623146057,0
12,0.0869573354721069,0.0893323123455047,0.0920121669769287,0.6124683618545532,0.6275246739387512,0.1084709465503692,0.6010748147964478,0.2333542555570602,0.1038812696933746,0.6104182004928589,0.6113938689231873,0.6262760162353516,0.2343285530805587,0.23323516547679896,0.6273151040077211,0.5995347499847412,0.6005576848983765,0.5932403802871704,0.2356253415346145,0.2581956684589386,0
13,0.0609031021595001,0.0686708390712738,0.059392899274826,0.6379814147949219,0.654299795627594,0.0706463158130645,0.6245043873786926,0.20562244951725,0.0876385271549224,0.6370265483856201,0.6341890692710876,0.6546521782875061,0.2042385190725326,0.2182731181383133,0.6517022252082825,0.6240493059158325,0.6213245391845703,0.6145913004875183,0.2114631831645965,0.2320761829614639,0
14,0.12833356857299802,0.1275722682476043,0.1330833733081817,0.6784509420394897,0.6939101219177246,0.1458820700645446,0.6647597551345825,0.2776696681976318,0.1358547210693359,0.673213005065918,0.6766262650489807,0.6889463067054749,0.2736081480979919,0.2708415389060974,0.6924134492874146,0.6598170399665833,0.6628404259681702,0.6535302996635437,0.2830233573913574,0.3010130524635315,0
15,0.1032663881778717,0.1053040027618408,0.106284499168396,0.6530088782310486,0.667222261428833,0.118743896484375,0.6401445269584656,0.2531543970108032,0.1168803572654724,0.6505452394485474,0.6506280899047852,0.6656830310821533,0.2486021667718887,0.2514473795890808,0.6658635139465332,0.6385732889175415,0.6385199427604675,0.6305528879165649,0.2596302628517151,0.2770222425460815,0
16,0.0694980323314666,0.0688152909278869,0.0749195218086242,0.7035309672355652,0.7202125191688538,0.0901425182819366,0.6872504949569702,0.22489556670188893,0.0788979828357696,0.698665976524353,0.6999770998954773,0.7159842252731323,0.2222311347723007,0.2162689715623855,0.7177050113677979,0.6825897693634033,0.6838988065719604,0.6736663579940796,0.2300068289041519,0.2505388557910919,0
17,0.0665494501590728,0.0739207863807678,0.0659556686878204,0.644652783870697,0.6597294211387634,0.0776444971561431,0.63247150182724,0.2167861014604568,0.0923623442649841,0.6439424753189087,0.6408462524414062,0.6603125929832458,0.2115110009908676,0.2299182415008545,0.6571131944656372,0.6325183510780334,0.629572868347168,0.6238601207733154,0.2255533635616302,0.2442878782749176,0
18,0.1100468933582305,0.1131222248077392,0.111960232257843,0.6904677152633667,0.7057366967201233,0.1246433556079864,0.6775273084640503,0.2673838138580322,0.1265384256839752,0.6869194507598877,0.6873846054077148,0.7026783227920532,0.2645769715309143,0.2658554315567016,0.7032953500747681,0.6744962930679321,0.6747345328330994,0.6673175692558289,0.2720865607261657,0.2931114137172699,0
19,0.0651126205921173,0.0727855265140533,0.0639081895351409,0.6706426739692688,0.6882548332214355,0.0751256346702575,0.6557669639587402,0.210441917181015,0.0913015902042388,0.6679820418357849,0.6661933660507202,0.6865317821502686,0.2076692879199981,0.2240735292434692,0.6848398447036743,0.6533608436584473,0.6518222689628601,0.6443182229995728,0.2176487445831298,0.23731291294097895,0
20,0.100419282913208,0.1002827286720275,0.1060481071472168,0.7196732759475708,0.7365679740905762,0.1211299300193786,0.7029688358306885,0.2412406653165817,0.110411912202835,0.712661623954773,0.7158755660057068,0.7288786172866821,0.2417921721935272,0.230037435889244,0.731979250907898,0.6954605579376221,0.6985917687416077,0.688106894493103,0.2445476949214935,0.2640403509140014,0
21,0.0547773838043212,0.058104783296585,0.0577270984649658,0.6337206363677979,0.6493679285049438,0.071611613035202,0.6196339726448059,0.2007277607917785,0.0725032091140747,0.6314709186553955,0.6309093236923218,0.6480104923248291,0.1988462507724762,0.2052319347858429,0.6475228667259216,0.6181820631027222,0.6176416277885437,0.60904860496521,0.2060582935810089,0.2253028750419616,0
22,0.1284904181957245,0.1268572807312011,0.1348890960216522,0.6743872165679932,0.6897684335708618,0.1498774886131286,0.660362184047699,0.2749046087265014,0.1349702179431915,0.6703557968139648,0.6721512675285339,0.6860988140106201,0.2735358476638794,0.2615019679069519,0.6880794763565063,0.6568270325660706,0.6582862734794617,0.6494307518005371,0.2783935070037842,0.2988320887088775,0
23,0.0883786976337432,0.0893657505512237,0.0937440693378448,0.653603196144104,0.6708232164382935,0.1089701354503631,0.6374488472938538,0.2252131998538971,0.1011205613613128,0.649969220161438,0.6511148810386658,0.6672728657722473,0.2242423892021179,0.2195605933666229,0.6684989929199219,0.6338909864425659,0.6349051594734192,0.6248089075088501,0.2296926081180572,0.2484448999166488,0
24,0.1066235601902008,0.1036340594291687,0.1144621074199676,0.6609741449356079,0.6769324541091919,0.1312984824180603,0.6467810273170471,0.2571083307266235,0.1116316020488739,0.6553409099578857,0.6599805951118469,0.671528697013855,0.2588805258274078,0.2427344322204589,0.6765617728233337,0.6417264938354492,0.6459068059921265,0.6356819868087769,0.2580910325050354,0.2808517813682556,0
25,0.0822944939136505,0.0890025198459625,0.0824477970600128,0.6499916315078735,0.6662584543228149,0.0946913659572601,0.6362507343292236,0.2274418622255325,0.1066943407058715,0.6490180492401123,0.6459813117980957,0.6663976907730103,0.2231527715921402,0.2399838417768478,0.6633404493331909,0.6355617642402649,0.6328072547912598,0.6261170506477356,0.235166311264038,0.253184974193573,0
26,0.0804492235183715,0.0832761824131012,0.0831148624420166,0.6257570385932922,0.6410744786262512,0.095818430185318,0.6128581762313843,0.2287472784519195,0.0959754288196563,0.622139573097229,0.6228775382041931,0.6382192373275757,0.2262565940618515,0.225014641880989,0.6392034888267517,0.6095060110092163,0.6102960705757141,0.6028760671615601,0.2330089062452316,0.2524102330207824,0
27,0.0756159424781799,0.0715648531913757,0.0860495865345001,0.645072877407074,0.659903347492218,0.106787770986557,0.6324760913848877,0.2280129343271255,0.0800288617610931,0.63945472240448,0.6449558734893799,0.6549469232559204,0.2325274497270584,0.2046548575162887,0.6609947681427002,0.6274819374084473,0.6327102184295654,0.6230376362800598,0.2265235483646392,0.2523842453956604,0
28,0.082503467798233,0.0829103887081146,0.0867517590522766,0.6498163342475891,0.6644885540008545,0.1004175841808319,0.6358250379562378,0.2224882841110229,0.0935350656509399,0.6471314430236816,0.6463637351989746,0.6629346609115601,0.2235220521688461,0.2161208987236023,0.6622018814086914,0.6335837244987488,0.6330009698867798,0.6248698830604553,0.2254908084869384,0.2451194673776626,0
29,0.1076279878616333,0.1066946983337402,0.1124298870563507,0.6383021473884583,0.6501882076263428,0.1256792545318603,0.6277693510055542,0.2551243305206299,0.1153652667999267,0.6355261206626892,0.6366106867790222,0.6484350562095642,0.2547075450420379,0.2468487471342086,0.6495980024337769,0.625817596912384,0.6267151832580566,0.619707465171814,0.2577336132526397,0.2784984707832336,0
30,0.0885725617408752,0.0891089439392089,0.0921587944030761,0.6380853652954102,0.6512962579727173,0.1048421859741211,0.6272290945053101,0.2332553267478943,0.099398136138916,0.6351014971733093,0.6355782747268677,0.6494523286819458,0.2303257137537002,0.2309248000383377,0.6501942276954651,0.6253402829170227,0.6259452104568481,0.6194343566894531,0.2392412424087524,0.2579744458198547,0
31,0.0864858627319336,0.0841123759746551,0.0951917469501495,0.6351073980331421,0.6507889032363892,0.1138434112071991,0.6221628189086914,0.2285153567790985,0.0933161973953247,0.6304826736450195,0.6347755789756775,0.6468421220779419,0.2340126633644104,0.20855014026165,0.6515429615974426,0.6184602975845337,0.6222810745239258,0.6127923727035522,0.2269822210073471,0.2524574995040893,0
32,0.1155299544334411,0.1143873929977417,0.11948877573013303,0.6735196709632874,0.6883350610733032,0.1305465996265411,0.6587413549423218,0.2615649104118347,0.1216077208518982,0.6699076890945435,0.670542299747467,0.685482382774353,0.2553003132343292,0.2569532990455627,0.6861414313316345,0.6556873321533203,0.6561502814292908,0.6467690467834473,0.2695904970169067,0.2842727899551391,0
33,0.1290557980537414,0.1251006722450256,0.1368958353996276,0.7022706270217896,0.7172344923019409,0.1529524624347686,0.6864938735961914,0.2862048745155334,0.1310435831546783,0.6975600719451904,0.7005624771118164,0.7131807804107666,0.2869223654270172,0.2643068134784698,0.7165185213088989,0.6820670962333679,0.6848013401031494,0.6734626293182373,0.2865605354309082,0.3082388043403625,0
34,0.0723299086093902,0.0752757787704467,0.0744712352752685,0.6586594581604004,0.6738730072975159,0.0868366360664367,0.6443437337875366,0.2061684131622314,0.0883554518222808,0.6555289626121521,0.6548441648483276,0.6716031432151794,0.2031256556510925,0.2100984454154968,0.6710315942764282,0.6418006420135498,0.6412104964256287,0.6330472230911255,0.2138130664825439,0.2311692535877227,0
35,0.0930552184581756,0.0983918905258178,0.0933015346527099,0.6582598686218262,0.6740379333496094,0.1040599942207336,0.6439102292060852,0.2322776019573211,0.1138107180595398,0.6567103266716003,0.6541767120361328,0.6735774278640747,0.2261977195739746,0.2430153042078018,0.6708681583404541,0.6428322792053223,0.6405232548713684,0.6328930854797363,0.2418311983346939,0.2574957013130188,0
36,0.0750167369842529,0.0764690637588501,0.0792429447174072,0.6249200105667114,0.63995760679245,0.0937440991401672,0.6121507287025452,0.2210755944252014,0.0885193645954132,0.621331512928009,0.6240755915641785,0.6369882822036743,0.2208525538444519,0.2155065536499023,0.6400768160820007,0.609505832195282,0.6117807626724243,0.6029807925224304,0.223791167140007,0.2456437796354293,0
37,0.0772606134414672,0.0801455974578857,0.0811649560928344,0.6143022775650024,0.6295911073684692,0.0960009694099426,0.6029813885688782,0.218573197722435,0.0941948890686035,0.6115550994873047,0.612264096736908,0.6276258230209351,0.2184937447309494,0.2191811501979828,0.6284760236740112,0.6007682085037231,0.6015334725379944,0.5951296091079712,0.2224547713994979,0.243592157959938,0
38,0.0672351121902465,0.0755572021007537,0.0664064884185791,0.6169525384902954,0.6326819062232971,0.0781025886535644,0.6040015816688538,0.18978297710418696,0.0947808623313903,0.6162921190261841,0.6134342551231384,0.6332158446311951,0.1885119676589965,0.2033778578042984,0.630258321762085,0.6040565967559814,0.6012512445449829,0.5949035882949829,0.1971530467271804,0.214921772480011,0
39,0.1052968502044677,0.10571235418319698,0.1100601851940155,0.7150827646255493,0.7303990125656128,0.1252284944057464,0.7002192139625549,0.2626228928565979,0.1172998547554016,0.7126946449279785,0.7122858166694641,0.7294389605522156,0.2621733844280243,0.2515663802623749,0.7293405532836914,0.6984266042709351,0.6981396675109863,0.6886343955993652,0.2663592398166656,0.2892500460147857,0
40,0.0543023645877838,0.0576717853546142,0.0564026236534118,0.7313566207885742,0.7493795156478882,0.0707753896713256,0.714946985244751,0.2107279002666473,0.0731757581233978,0.7284928560256958,0.72801673412323,0.7482847571372986,0.2081649601459503,0.2143111824989318,0.7478682994842529,0.7129563093185425,0.7124515175819397,0.7024405002593994,0.2190645337104797,0.2408330887556076,0
41,0.0337117612361907,0.0349040627479553,0.0405687987804412,0.6564115285873413,0.67469722032547,0.0600245893001556,0.6399750709533691,0.2028359770774841,0.0497721135616302,0.6535012722015381,0.6543054580688477,0.6722426414489746,0.2038053572177887,0.1922706961631775,0.6734020709991455,0.637656033039093,0.6383500099182129,0.6279318928718567,0.2045864760875702,0.230301171541214,0
42,0.0464909374713897,0.0502949655055999,0.0498367249965667,0.6784206628799438,0.6971992254257202,0.0657166540622711,0.6612782478332521,0.1979797035455703,0.0666975378990173,0.6760326623916626,0.6761854887008667,0.6960800886154175,0.1981402486562729,0.1983339041471481,0.6961969137191772,0.6587576866149902,0.6589624881744385,0.6483170986175537,0.2026226967573166,0.2254974395036697,0
43,0.0605400502681732,0.0631628036499023,0.0664036571979522,0.675140380859375,0.6928678154945374,0.0850576758384704,0.6605653762817383,0.2165752500295639,0.0790998339653015,0.6724943518638611,0.6743029356002808,0.6912804245948792,0.2193540185689926,0.2113517969846725,0.6932931542396545,0.6584807634353638,0.6601114869117737,0.6502019166946411,0.2183457911014557,0.24422825872898105,0
44,0.0546028912067413,0.0593155026435852,0.0565205216407775,0.6677942872047424,0.6823566555976868,0.0709813237190246,0.6566228270530701,0.2191546857357025,0.0760399401187896,0.6665425896644592,0.6649292707443237,0.6828820705413818,0.2177698612213134,0.2211467325687408,0.6814085245132446,0.6566441059112549,0.6552192568778992,0.6492510437965393,0.2250147759914398,0.2475960999727249,0
