,11y,339y,110y,17y,18y,68y,16y,67y,298y,316y,86y,315y,106y,297y,85y,317y,87y,15y,108y,66y,335y,318y,337y,53y,88y,70y,296y,300y,10y,283y,405y,109y,181y,338y,404y,64y,152y,406y,180y,105y,182y,403y,19y,179y,54y,334y,294y,56y,104y,314y,286y,84y,284y,333y,224y,223y,9y,444y,320y,321y,443y,90y,91y,319y,225y,89y,322y,69y,28y,92y,47y,201y,71y,407y,445y,299y,183y,30y,29y,258y,277y,301y,222y,422y,259y,260y,202y,226y,326y,325y,442y,97y,96y,308y,55y,78y,31y,77x,62x,446y,output
0,0.0878103077411651,0.0865135788917541,0.0937083959579467,0.7012106776237488,0.7162532806396484,0.1085775196552276,0.6868857741355896,0.2346904575824737,0.0958751440048217,0.6969377994537354,0.6993352174758911,0.7128510475158691,0.2344973087310791,0.2256576120853424,0.715577244758606,0.6833418011665344,0.6856878995895386,0.6754100322723389,0.2388763129711151,0.2602740228176117,0.2220799624919891,0.6736411452293396,0.2345139384269714,0.2598571181297302,0.6757971048355103,0.1697698831558227,0.2518786489963531,0.1591666936874389,0.2430843412876129,0.2486088275909423,0.6879267692565918,0.166242241859436,0.692762553691864,0.1603653728961944,0.6772502660751343,0.2493700087070465,0.1652861833572387,0.7022175192832947,0.6817848086357117,0.1835952401161193,0.7070652842521667,0.6706652045249939,0.7418801188468933,0.6748898029327393,0.2700117230415344,0.1689598858356475,0.2349345684051513,0.2794121503829956,0.1377100944519043,0.7400907278060913,0.2756094336509704,0.7424328327178955,0.256602942943573,0.1202879548072815,0.2904280722141266,0.2914617955684662,0.2846405506134033,0.2791920304298401,0.6717392206192017,0.6787866950035095,0.2827028632164001,0.6779608130455017,0.6855684518814087,0.6686575412750244,0.2950100600719452,0.6747443079948425,0.6880779266357422,0.2133220732212066,0.3061465620994568,0.6950699090957642,0.2906140089035034,0.7755333185195923,0.2759849429130554,0.7272463440895081,0.2823054194450378,0.1962068080902099,0.7317391633987427,0.3111400604248047,0.3063176870346069,0.2952181696891784,0.2752009034156799,0.2592491507530212,0.3037900626659393,0.7728235721588135,0.2971417903900146,0.2989864349365234,0.7751567363739014,0.3066619634628296,0.6690248250961304,0.6675771474838257,0.2979443669319153,0.6767767071723938,0.6746502518653871,0.6723838448524475,0.1796621680259704,0.6804876923561096,0.3207491934299469,0.3659883737564087,0.3591890335083008,0.2924559116363525,0
1,0.0986831784248352,0.0981652736663818,0.1042812168598175,0.6640695929527283,0.6794389486312866,0.1190367043018341,0.6502744555473328,0.2504262924194336,0.107616513967514,0.6601590514183044,0.6631621718406677,0.6762657165527344,0.2505253553390503,0.2386742383241653,0.6794055104255676,0.6473178863525391,0.6498500108718872,0.6397683024406433,0.252469003200531,0.2750654220581054,0.2332860380411148,0.6385132670402527,0.2468973249197006,0.2751088738441467,0.6408677101135254,0.1801093518733978,0.2635796666145324,0.1689774394035339,0.2546618282794952,0.2586940228939056,0.6535647511482239,0.1740243136882782,0.6592070460319519,0.1684501469135284,0.6435403823852539,0.2645271420478821,0.1723421216011047,0.667973518371582,0.6485362052917479,0.1945660412311554,0.6739491820335388,0.6374118328094482,0.710455060005188,0.641842246055603,0.2838141322135925,0.1777676939964294,0.2432288974523544,0.2888772189617157,0.1470772922039032,0.707667887210846,0.2839376926422119,0.7114685177803041,0.2635563015937805,0.1303294599056244,0.299324095249176,0.2988618016242981,0.2902639806270599,0.2839853763580322,0.6408984661102295,0.6477673053741455,0.287109911441803,0.6477918028831482,0.6552598476409912,0.637938380241394,0.3029376864433288,0.6443606615066528,0.6570606231689453,0.2229405045509338,0.3115518689155578,0.6653096675872803,0.3002033233642578,0.7469985485076904,0.286466121673584,0.6958200335502625,0.2849647104740143,0.2023146450519561,0.7033650875091553,0.3162413239479065,0.3091059923171997,0.2968292534351349,0.2776352167129516,0.2630573213100433,0.3053756058216095,0.7423192262649536,0.2974385917186737,0.2991207540035248,0.7476180195808411,0.3118714094161987,0.6405388712882996,0.6386941075325012,0.2980067729949951,0.6487628221511841,0.6463928818702698,0.6443557739257812,0.1873137950897216,0.6532834768295288,0.3231619596481323,0.4164439439773559,0.4092616140842438,0.2917244434356689,0
2,0.08539441227912899,0.0844997763633728,0.0910475850105285,0.6603869795799255,0.6746042966842651,0.1056999266147613,0.6473029851913452,0.2292391806840896,0.0937027037143707,0.656848669052124,0.6589429378509521,0.6721192598342896,0.2304144650697708,0.2191520035266876,0.6743966341018677,0.6442889571189879,0.6463111639022827,0.6370648741722107,0.2314567267894745,0.253444492816925,0.2160894870758056,0.6355431079864502,0.2265795767307281,0.2545353174209595,0.6373347043991089,0.1643768846988678,0.2439896315336227,0.1538295149803161,0.2345191091299057,0.2410957217216491,0.6495629549026489,0.1593733131885528,0.6538392305374146,0.1536698639392852,0.6397243142127991,0.2453814595937729,0.15800341963768,0.6629315614700317,0.6436693668365479,0.1790223717689514,0.667360782623291,0.6334977746009827,0.7003298401832581,0.6371774673461914,0.2646258473396301,0.1636777222156524,0.2282372713088989,0.2689396739006042,0.1335216760635376,0.699261486530304,0.2648831009864807,0.7014559507369995,0.2486931979656219,0.1168020367622375,0.2807896733283996,0.2803570926189422,0.2724320292472839,0.2689644694328308,0.6354104280471802,0.6420595049858093,0.2714465260505676,0.6411133408546448,0.6483170390129089,0.6325076818466187,0.2857050895690918,0.6380786299705505,0.650801420211792,0.20740407705307,0.2949935793876648,0.6572889685630798,0.2828028500080108,0.7313762903213501,0.268742561340332,0.6873962879180908,0.2718494534492492,0.1892084181308746,0.6920871734619141,0.3001685738563537,0.2934589982032776,0.2838546931743622,0.2651456892490387,0.2499837428331375,0.2895639538764953,0.7294180393218994,0.2845282852649688,0.2873865067958832,0.7323540449142456,0.2961781919002533,0.6335701942443848,0.6319248676300049,0.2842620015144348,0.640842080116272,0.6387105584144592,0.6369730234146118,0.1735118329524994,0.6446349620819092,0.3083589673042297,0.3870204985141754,0.380483865737915,0.2807076275348663,0
3,0.0756671726703643,0.0718213319778442,0.084391713142395,0.6653091907501221,0.6823071241378784,0.1019262075424194,0.6492769122123718,0.2179081439971923,0.0785971283912658,0.6597055196762085,0.6646733283996582,0.6773747205734253,0.2190892547369003,0.198674589395523,0.6825817823410034,0.6440417170524597,0.6484051942825317,0.6363643407821655,0.2201974540948867,0.2420334368944168,0.1918647587299347,0.6334183812141418,0.2104702293872833,0.24273481965065,0.6376045346260071,0.1569032073020935,0.2237807512283325,0.1362307071685791,0.2208274751901626,0.2171221077442169,0.6495692729949951,0.1502507328987121,0.6588367223739624,0.1392645835876464,0.6374839544296265,0.2358175814151764,0.1459273397922516,0.6651138663291931,0.646164059638977,0.1730084121227264,0.6748247742652893,0.6300007104873657,0.7085189819335938,0.638092041015625,0.2543065249919891,0.1430920958518982,0.2023738026618957,0.2577745914459228,0.1332972347736358,0.705317497253418,0.2494527101516723,0.710677444934845,0.2232112288475036,0.1005423665046691,0.2706992924213409,0.2706685364246368,0.2589708566665649,0.2474425286054611,0.6315205693244934,0.6392978429794312,0.2528545260429382,0.6435571312904358,0.6521635055541992,0.6278800964355469,0.276591956615448,0.6392747163772583,0.6490958333015442,0.2046374827623367,0.2859888672828674,0.6626669764518738,0.2754083275794983,0.7391085624694824,0.2636116445064544,0.6899105906486511,0.2489621192216873,0.1687386631965637,0.70065838098526,0.2917103171348572,0.2850795984268188,0.2638656497001648,0.2409131824970245,0.2264285683631897,0.2811099290847778,0.7343752384185791,0.2671148777008056,0.2661314606666565,0.7411870956420898,0.2889482080936432,0.6280231475830078,0.6262536644935608,0.2697679698467254,0.6425089836120605,0.6398888230323792,0.6315575838088989,0.1769840121269226,0.6470384001731873,0.3014677762985229,0.4206780195236206,0.4139215052127838,0.2582105100154876,0
4,0.1139335930347442,0.1124421060085296,0.1193220913410186,0.6455876231193542,0.6604490280151367,0.1324352025985717,0.6320687532424927,0.2631471455097198,0.1197168827056884,0.6413219571113586,0.6434995532035828,0.6567611694335938,0.2580853104591369,0.2518198490142822,0.6590184569358826,0.6283808946609497,0.6302562952041626,0.6214874982833862,0.2696951031684875,0.2866103649139404,0.2414196133613586,0.6198197603225708,0.2641921043395996,0.2821935713291168,0.6215373277664185,0.1942966878414154,0.275808572769165,0.1826832294464111,0.2715818881988525,0.2664108872413635,0.633074939250946,0.1906892955303192,0.6367940902709961,0.1846164464950561,0.622806191444397,0.2675374448299408,0.1884006857872009,0.6469557285308838,0.6262669563293457,0.2039491236209869,0.6512551307678223,0.61665940284729,0.689681887626648,0.6198124289512634,0.2874999642372131,0.1865318417549133,0.2466864883899688,0.3042085170745849,0.1567921042442321,0.685954749584198,0.2993751764297485,0.6888324022293091,0.2679764926433563,0.138351172208786,0.3053610622882843,0.3077749013900757,0.3058513402938843,0.2909059822559356,0.6170501708984375,0.6237785816192627,0.2967091202735901,0.6214475631713867,0.6287345886230469,0.6139614582061768,0.3073922991752624,0.6179516315460205,0.6326680183410645,0.2281097173690796,0.3167187869548797,0.6381602287292479,0.3015699088573456,0.7234864234924316,0.2868162989616394,0.6723811626434326,0.290147602558136,0.2066343873739242,0.6778212189674377,0.3199812173843384,0.3167105913162231,0.3027355074882507,0.2796177864074707,0.263325959444046,0.3180602788925171,0.7180598974227905,0.3057268261909485,0.3038000464439392,0.7220537066459656,0.3151231408119201,0.612670361995697,0.6116207838058472,0.3110147714614868,0.6176049113273621,0.6163923740386963,0.615767776966095,0.1923302412033081,0.6211730241775513,0.3263048529624939,0.4070386588573456,0.4002067744731903,0.295641541481018,0
5,0.105900228023529,0.1065629124641418,0.1089878678321838,0.6612233519554138,0.6759591698646545,0.1207179129123687,0.6482671499252319,0.2486276477575302,0.1162670254707336,0.6566431522369385,0.658676028251648,0.6720327138900757,0.2447583526372909,0.2473089098930359,0.6741845011711121,0.6443688273429871,0.6461265087127686,0.638024091720581,0.2550625801086426,0.2721588313579559,0.2421329468488693,0.6356917023658752,0.2547231316566467,0.2685193419456482,0.6374214291572571,0.1814124584197998,0.2710428237915039,0.178563117980957,0.26003590226173395,0.2662621438503265,0.647159218788147,0.1787808537483215,0.6510199308395386,0.1771452128887176,0.6375792622566223,0.2556005120277405,0.1793661117553711,0.6609899401664734,0.6411584615707397,0.19145891070365895,0.6649852395057678,0.6315022706985474,0.7045405507087708,0.6349565386772156,0.2750367224216461,0.1867883801460266,0.2509911060333252,0.2907059490680694,0.1446327567100525,0.7018059492111206,0.2904998064041137,0.7038736343383789,0.2707821130752563,0.1377142965793609,0.2927907705307007,0.2948485910892486,0.2952595353126526,0.2898298799991607,0.6302444338798523,0.6366011500358582,0.2932140231132507,0.6354000568389893,0.6419750452041626,0.6274456977844238,0.2953251004219055,0.6323913335800171,0.645352303981781,0.2163956612348556,0.3036937713623047,0.6509249806404114,0.2905116677284241,0.7380876541137695,0.2762123942375183,0.6872497797012329,0.2908764183521271,0.2092354297637939,0.6917181611061096,0.3074294924736023,0.3036490678787231,0.3004451692104339,0.2841225862503052,0.2688453793525696,0.3054932057857513,0.7342066168785095,0.301266610622406,0.3032532334327698,0.7370828986167908,0.3033893704414367,0.6250330209732056,0.6243442296981812,0.304607093334198,0.6313890814781189,0.6302734017372131,0.6277405023574829,0.1806210279464721,0.6343126893043518,0.3143243193626404,0.3922090232372284,0.3854809999465942,0.2975846529006958,0
6,0.0995316207408905,0.0980312824249267,0.1063733994960784,0.6536896228790283,0.6701601147651672,0.1217881143093109,0.6373106241226196,0.2391933500766754,0.1065952181816101,0.6490494012832642,0.651303231716156,0.6657224893569946,0.2387579679489135,0.2255629003047943,0.6682605147361755,0.6328572034835815,0.6348719596862793,0.6238955855369568,0.24150289595127106,0.2610387504100799,0.2197525352239608,0.6218430995941162,0.2346571236848831,0.2603285312652588,0.6238104104995728,0.1767594814300537,0.2480499297380447,0.1627614200115203,0.2423737347126007,0.242510050535202,0.6388377547264099,0.1704093515872955,0.6432249546051025,0.1629086136817932,0.6265334486961365,0.2514753341674804,0.1673306822776794,0.6537664532661438,0.6306043863296509,0.1906841099262237,0.6584053039550781,0.6187639236450195,0.6929299831390381,0.6224232912063599,0.2683666348457336,0.1705608069896698,0.2290902137756347,0.2748541235923767,0.1498488485813141,0.6895599961280823,0.2690243721008301,0.6919092535972595,0.2474903762340545,0.1284496188163757,0.2816928625106811,0.2821047604084015,0.2758173942565918,0.2654957473278045,0.6202114820480347,0.6281147599220276,0.2697516083717346,0.6260469555854797,0.634363055229187,0.6161854267120361,0.2855854034423828,0.6216978430747986,0.6373401284217834,0.2174757421016693,0.2937093079090118,0.6440393924713135,0.284784197807312,0.7214028835296631,0.2734299600124359,0.6745717525482178,0.2670697569847107,0.1943956613540649,0.6793317198753357,0.2978718876838684,0.2925560772418976,0.2785223722457886,0.262138307094574,0.2492116838693618,0.29066532850265503,0.7161085605621338,0.2803024649620056,0.2805076837539673,0.7187839150428772,0.2951413989067077,0.6162562370300293,0.6139732599258423,0.2828083634376526,0.6232425570487976,0.6204140186309814,0.6199160218238831,0.1878575980663299,0.6274256706237793,0.3051662445068359,0.3819938004016876,0.3741743564605713,0.2749044597148895,0
7,0.1325434744358062,0.1347185373306274,0.1358223557472229,0.6844344735145569,0.6999931335449219,0.1489326953887939,0.669731855392456,0.27153480052948004,0.1471372842788696,0.682313084602356,0.6811695694923401,0.6987982988357544,0.2694068253040313,0.2735198140144348,0.6975732445716858,0.6677220463752747,0.6666321158409119,0.6580626368522644,0.2765344381332397,0.2941669225692749,0.271901786327362,0.6579949855804443,0.2777502536773681,0.2917959094047546,0.6571078300476074,0.2060389518737793,0.2962751388549804,0.2061432600021362,0.281167984008789,0.2944577932357788,0.6759766340255737,0.20181259512901295,0.6741008758544922,0.2015922516584396,0.66460120677948,0.2818837761878967,0.2024109214544296,0.6905065774917603,0.662860631942749,0.2187273055315017,0.688262939453125,0.657413125038147,0.7246824502944946,0.6559619903564453,0.2994732856750488,0.21905510127544395,0.2847803235054016,0.311054527759552,0.1755136251449585,0.7251923680305481,0.3122889399528503,0.7234499454498291,0.302480548620224,0.1732756793498993,0.3131222128868103,0.3148392140865326,0.3149526715278625,0.3149140775203705,0.6616377830505371,0.6692414879798889,0.3164905309677124,0.6594741344451904,0.6668407917022705,0.657873809337616,0.3166638910770416,0.6559021472930908,0.6787686944007874,0.245382159948349,0.3245827555656433,0.6761191487312317,0.3157780170440674,0.7538685202598572,0.3037208318710327,0.7146689891815186,0.3188002109527588,0.2459168136119842,0.7114312648773193,0.3282530605792999,0.3249423503875732,0.3259892165660858,0.318852424621582,0.3061023652553558,0.3258145451545715,0.7539877891540527,0.3257659375667572,0.3304067850112915,0.7513879537582397,0.3262259066104889,0.6601063013076782,0.6580111980438232,0.3269999027252197,0.6580778956413269,0.6559057831764221,0.6641377210617065,0.2139233946800232,0.6618181467056274,0.3357773423194885,0.3493437767028808,0.3422936797142029,0.328477680683136,0
8,0.0987535119056701,0.0964320600032806,0.1073305010795593,0.6496332287788391,0.6654654145240784,0.1254645884037017,0.6362734436988831,0.2422419637441635,0.1058339774608612,0.6455833315849304,0.6493638157844543,0.6621804237365723,0.2453744560480117,0.2265650928020477,0.6662310957908629,0.6330000162124634,0.6365081667900085,0.6267211437225342,0.2421270310878753,0.2657617628574371,0.2237708866596222,0.6249905228614807,0.234154611825943,0.2678708136081695,0.6282757520675659,0.1790972650051117,0.25091898441314703,0.1618297398090362,0.2431565225124359,0.247703343629837,0.6391804814338684,0.1704796552658081,0.6464496254920961,0.1611656844615936,0.629437267780304,0.262603223323822,0.1667455732822418,0.6540409326553345,0.6361281871795654,0.1976572275161743,0.6612113118171692,0.623704195022583,0.6996341347694397,0.6299567222595215,0.2793930172920227,0.17352294921875,0.2371550500392913,0.2784207463264465,0.1584244072437286,0.6974990963935852,0.2718217968940735,0.7008826732635498,0.2556744813919067,0.1313751637935638,0.292056530714035,0.2911152243614197,0.2788838148117065,0.2732144296169281,0.6271252632141113,0.6337887644767761,0.2768149971961975,0.636343240737915,0.643535315990448,0.6246767044067383,0.2980076670646667,0.6333181858062744,0.6435583829879761,0.2299045622348785,0.3064219355583191,0.6536943912506104,0.2997594475746155,0.7360458374023438,0.2893528342247009,0.6858004331588745,0.2763282060623169,0.2018881440162658,0.6925800442695618,0.3120411336421966,0.3042127192020416,0.2887203693389892,0.273529052734375,0.2613498568534851,0.2987640500068664,0.7336198091506958,0.289853572845459,0.2917949557304382,0.7370755672454834,0.3101666867733001,0.6269724369049072,0.6261854767799377,0.2897798418998718,0.6380926370620728,0.6362661123275757,0.6305782794952393,0.2027387917041778,0.6423229575157166,0.3209318518638611,0.3743371069431305,0.3673455119132995,0.2863858938217163,0
9,0.0977652966976165,0.1007900834083557,0.100608080625534,0.6473730206489563,0.6627413034439087,0.1141009926795959,0.6346409320831299,0.2375485301017761,0.1144274175167083,0.6439213156700134,0.6446077227592468,0.6600432991981506,0.2367324382066726,0.2372906655073166,0.6607832908630371,0.6315246224403381,0.6321775317192078,0.6251034140586853,0.2423330098390579,0.2615881264209747,0.2362318187952041,0.6234153509140015,0.2423149049282074,0.2604065239429474,0.6240374445915222,0.1718678474426269,0.2615232467651367,0.1721016764640808,0.2473709285259246,0.2600021362304687,0.6358315944671631,0.1678737103939056,0.6372970938682556,0.1680489778518676,0.6259496808052063,0.2506532669067383,0.1690160930156707,0.6501728892326355,0.6273162961006165,0.1860747635364532,0.6517010927200317,0.6201639175415039,0.6946905851364136,0.6215440630912781,0.2695692777633667,0.1859430074691772,0.2500312030315399,0.279666393995285,0.1422767341136932,0.6929853558540344,0.2797303795814514,0.6939164400100708,0.2690026462078094,0.1422028541564941,0.2854803204536438,0.2871527671813965,0.2840518355369568,0.2856803238391876,0.6197366714477539,0.6263522505760193,0.2873640358448028,0.6216490864753723,0.6283324956893921,0.6171754598617554,0.2899951934814453,0.6189436912536621,0.6355897188186646,0.2148244082927703,0.3002865314483642,0.6377609968185425,0.2878718674182892,0.7289114594459534,0.2746725678443908,0.6789472103118896,0.2900111675262451,0.2141259908676147,0.680931031703949,0.3044432997703552,0.3003495633602142,0.3005364537239074,0.2868370711803436,0.27342012524604803,0.2989317178726196,0.7269494533538818,0.3006207942962646,0.3048784732818603,0.7282564640045166,0.3009234666824341,0.6149657368659973,0.6148921251296997,0.2990064024925232,0.6172294616699219,0.6171478033065796,0.6179431080818176,0.1831594705581665,0.620281457901001,0.3126409649848938,0.3658915758132934,0.3595757186412811,0.3007790148258209,0
